file_name,creation_date_time,start_date_time,stop_date_time,file_size,record_rows,record_length,row_offset,field1_location,field2_location,field3_location,field4_location,field5_location,field6_location,field1_length,field2_length,field3_length,field4_length,field5_length,field6_length
updated_horizons_results_.txt,2024-11-21T15:22:37,2024-11-11T00:00:00.000Z,2024-12-11T00:00:00.000Z,2117,31,62,195,1,25,35,45,51,57,23,9,9,5,5,5
