file_name,creation_date_time,start_date_time,stop_date_time,file_size,record_rows,record_length,row_offset,field1_location,field2_location,field3_location,field4_location,field5_location,field1_length,field2_length,field3_length,field4_length,field5_length
Fdets.jui2023.04.17.Hb.0005.r0i.txt,2025-02-10T10:27:04,2023-04-17T11:41:51.500Z,2023-04-17T12:01:46.500Z,28064,240,116,224,1,25,50,73,93,23,24,20,19,23
